50_50/outcome/id,50_50/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,ball_recovery/recovery_failure,block/deflection,block/offensive,block/save_block,carry/end_location/0,carry/end_location/1,counterpress,dribble/nutmeg,dribble/outcome/id,dribble/outcome/name,dribble/overrun,duel/outcome/id,duel/outcome/name,duel/type/id,duel/type/name,duration,foul_committed/advantage,foul_committed/card/id,foul_committed/card/name,foul_committed/offensive,foul_committed/type/id,foul_committed/type/name,foul_won/advantage,foul_won/defensive,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/outcome/id,goalkeeper/outcome/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/type/id,goalkeeper/type/name,id,index,injury_stoppage/in_chain,interception/outcome/id,interception/outcome/name,location/0,location/1,minute,pass/aerial_won,pass/angle,pass/assisted_shot_id,pass/backheel,pass/body_part/id,pass/body_part/name,pass/cross,pass/cut_back,pass/deflected,pass/end_location/0,pass/end_location/1,pass/goal_assist,pass/height/id,pass/height/name,pass/length,pass/outcome/id,pass/outcome/name,pass/recipient/id,pass/recipient/name,pass/shot_assist,pass/switch,pass/technique/id,pass/technique/name,pass/through_ball,pass/type/id,pass/type/name,period,play_pattern/id,play_pattern/name,player/id,player/name,position/id,position/name,possession,possession_team/id,possession_team/name,related_events/0,related_events/1,related_events/2,related_events/3,related_events/4,second,shot/aerial_won,shot/body_part/id,shot/body_part/name,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/first_time,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/key_pass_id,shot/one_on_one,shot/outcome/id,shot/outcome/name,shot/statsbomb_xg,shot/technique/id,shot/technique/name,shot/type/id,shot/type/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/jersey_number,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/1/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/10/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/2/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/3/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/4/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/5/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/6/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/7/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/8/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/9/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,team/id,team/name,timestamp,type/id,type/name,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a898f3e-8c56-4981-9943-cda99c8a3f7d,10,,,,53.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3314,Phil Jones,3,Right Center Back,2,768,England,480d0916-1ce7-4cd7-a769-bd3c7aa1eb64,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:05.719,42,Ball Receipt*,
,,,,,,,,56.0,62.0,,,,,,,,,,1.441,,,,,,,,,,,,,,,,,,,,,e57173bd-b4e4-4059-8e81-d2be0193fa2e,11,,,,53.0,55.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3314,Phil Jones,3,Right Center Back,2,768,England,6a898f3e-8c56-4981-9943-cda99c8a3f7d,c3787ea8-0263-4e84-8f43-15871416876a,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:05.719,43,Carry,
,,,,,,,,,,,,,,,,,,,1.039,,,,,,,,,,,,,,,,,,,,,c3787ea8-0263-4e84-8f43-15871416876a,12,,,,56.0,62.0,0,,0.8960554,,,38,Left Foot,,,,64.0,72.0,,1,Ground Pass,12.806249,,,3664,Trent Alexander-Arnold,,,,,,,,1,9,From Kick Off,3314,Phil Jones,3,Right Center Back,2,768,England,973d0f9e-56f5-462f-a2b4-7ae63e44aa12,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:07.160,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973d0f9e-56f5-462f-a2b4-7ae63e44aa12,13,,,,64.0,72.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3664,Trent Alexander-Arnold,12,Right Midfield,2,768,England,c3787ea8-0263-4e84-8f43-15871416876a,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:08.199,42,Ball Receipt*,
,,,,,,,,65.0,75.0,,,,,,,,,,2.961,,,,,,,,,,,,,,,,,,,,,bc1aeb3c-75eb-4d96-afcc-d3ca7ac33659,14,,,,64.0,72.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3664,Trent Alexander-Arnold,12,Right Midfield,2,768,England,973d0f9e-56f5-462f-a2b4-7ae63e44aa12,df0be275-341c-493b-9bb6-0d8678529d40,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:08.199,43,Carry,
,,,,,,,,,,,,,,,,,,,1.439,,,,,,,,,,,,,,,,,,,,,df0be275-341c-493b-9bb6-0d8678529d40,15,,,,65.0,75.0,0,,-2.0005586,,,40,Right Foot,,,,54.0,51.0,,1,Ground Pass,26.400757,,,3244,John Stones,,,,,,,,1,9,From Kick Off,3664,Trent Alexander-Arnold,12,Right Midfield,2,768,England,9b066036-0d8d-4aef-9956-acaa4e1fcc5a,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:11.160,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b066036-0d8d-4aef-9956-acaa4e1fcc5a,16,,,,54.0,51.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,df0be275-341c-493b-9bb6-0d8678529d40,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:12.599,42,Ball Receipt*,
,,,,,,,,58.0,44.0,,,,,,,,,,1.801,,,,,,,,,,,,,,,,,,,,,39536d3e-bcec-4459-b530-98f2f468d0ac,17,,,,54.0,51.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,9b066036-0d8d-4aef-9956-acaa4e1fcc5a,bf730d11-3a07-4f9c-b30b-9cdef2315fad,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:12.599,43,Carry,
,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,bf730d11-3a07-4f9c-b30b-9cdef2315fad,18,,,,58.0,44.0,0,,-1.6396528,,,40,Right Foot,,,,56.0,15.0,,1,Ground Pass,29.068884,,,3645,Gary Cahill,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,f68d7c56-1286-42ff-9fa2-6a46fb83bd65,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:14.400,30,Pass,
,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,8fe834bd-fef2-464a-b025-712e0a7dc658,19,,,,68.0,71.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,6330,Adnan Januzaj,21,Left Wing,2,768,England,4531505b-d0e0-4b68-ac47-2c6a06224e2f,f68d7c56-1286-42ff-9fa2-6a46fb83bd65,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:00:15.400,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f68d7c56-1286-42ff-9fa2-6a46fb83bd65,20,,,,56.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3645,Gary Cahill,5,Left Center Back,2,768,England,8fe834bd-fef2-464a-b025-712e0a7dc658,bf730d11-3a07-4f9c-b30b-9cdef2315fad,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:16.160,42,Ball Receipt*,True
,,,,,,,,53.0,7.0,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,4531505b-d0e0-4b68-ac47-2c6a06224e2f,21,,,,56.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3645,Gary Cahill,5,Left Center Back,2,768,England,7d5ae8c1-c721-49be-b9c7-7fdbb99d1abb,8fe834bd-fef2-464a-b025-712e0a7dc658,f68d7c56-1286-42ff-9fa2-6a46fb83bd65,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:16.160,43,Carry,True
,,,,,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,7d5ae8c1-c721-49be-b9c7-7fdbb99d1abb,22,,,,53.0,7.0,0,,2.4592762,,,40,Right Foot,,,,37.0,20.0,,1,Ground Pass,20.615528,,,3244,John Stones,,,,,,,,1,9,From Kick Off,3645,Gary Cahill,5,Left Center Back,2,768,England,8f8c3ae6-6c24-413a-b313-fad4209db99d,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:18.200,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f8c3ae6-6c24-413a-b313-fad4209db99d,23,,,,37.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,7d5ae8c1-c721-49be-b9c7-7fdbb99d1abb,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:19.760,42,Ball Receipt*,
,,,,,,,,30.0,23.0,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,517cdc6b-703d-4732-8672-1e3a38faa9a1,24,,,,37.0,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,500355b6-fa5e-4fe8-86e6-909eb04ae24e,767afae1-793f-4e6a-bc15-73a095cad243,8f8c3ae6-6c24-413a-b313-fad4209db99d,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:19.760,43,Carry,True
,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,767afae1-793f-4e6a-bc15-73a095cad243,25,,,,85.0,52.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3457,Michy Batshuayi Tunga,23,Center Forward,2,768,England,517cdc6b-703d-4732-8672-1e3a38faa9a1,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:00:19.800,17,Pressure,
,,,,,,,,,,,,,,,,,,,2.279,,,,,,,,,,,,,,,,,,,,,500355b6-fa5e-4fe8-86e6-909eb04ae24e,26,,,,30.0,23.0,0,,2.4558632,,,40,Right Foot,,,,8.0,41.0,,1,Ground Pass,28.42534,,,3468,Jordan Pickford,,,,,,,,1,9,From Kick Off,3244,John Stones,4,Center Back,2,768,England,6ca0eab0-c951-4d87-ac44-222d54f8057a,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:21.400,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ca0eab0-c951-4d87-ac44-222d54f8057a,27,,,,8.0,41.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3468,Jordan Pickford,1,Goalkeeper,2,768,England,500355b6-fa5e-4fe8-86e6-909eb04ae24e,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:23.679,42,Ball Receipt*,
,,,,,,,,10.0,43.0,,,,,,,,,,2.361,,,,,,,,,,,,,,,,,,,,,e107317c-af83-419d-930d-bfe4beff7a1b,28,,,,8.0,41.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3468,Jordan Pickford,1,Goalkeeper,2,768,England,6ca0eab0-c951-4d87-ac44-222d54f8057a,f7937669-4a57-4150-9bcf-d56c68fdd2ce,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:23.679,43,Carry,
,,,,,,,,,,,,,,,,,,,1.679,,,,,,,,,,,,,,,,,,,,,f7937669-4a57-4150-9bcf-d56c68fdd2ce,29,,,,10.0,43.0,0,,1.315614,,,38,Left Foot,,,,16.0,66.0,,1,Ground Pass,23.769728,,,3314,Phil Jones,,,,,,,,1,9,From Kick Off,3468,Jordan Pickford,1,Goalkeeper,2,768,England,835ead98-b798-4107-9341-42d789029154,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:26.040,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835ead98-b798-4107-9341-42d789029154,30,,,,16.0,66.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3314,Phil Jones,3,Right Center Back,2,768,England,f7937669-4a57-4150-9bcf-d56c68fdd2ce,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:27.719,42,Ball Receipt*,
,,,,,,,,15.0,67.0,,,,,,,,,,1.161,,,,,,,,,,,,,,,,,,,,,7b83c33a-805d-4d00-916c-8503eb0d8cd1,31,,,,16.0,66.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3314,Phil Jones,3,Right Center Back,2,768,England,835ead98-b798-4107-9341-42d789029154,9a64400e-87b8-41d7-9a18-c4ecfe55364b,d662ac24-0d97-4619-b8f1-23184d6a4bd3,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:00:27.719,43,Carry,True
,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,9a64400e-87b8-41d7-9a18-c4ecfe55364b,32,,,,104.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,From Kick Off,3296,Marouane Fellaini-Bakkioui,17,Right Wing,2,768,England,7b83c33a-805d-4d00-916c-8503eb0d8cd1,d662ac24-0d97-4619-b8f1-23184d6a4bd3,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:00:28.480,17,Pressure,
