50_50/outcome/id,50_50/outcome/name,ball_receipt/outcome/id,ball_receipt/outcome/name,ball_recovery/recovery_failure,block/deflection,block/offensive,block/save_block,carry/end_location/0,carry/end_location/1,counterpress,dribble/nutmeg,dribble/outcome/id,dribble/outcome/name,dribble/overrun,duel/outcome/id,duel/outcome/name,duel/type/id,duel/type/name,duration,foul_committed/advantage,foul_committed/card/id,foul_committed/card/name,foul_committed/offensive,foul_committed/type/id,foul_committed/type/name,foul_won/advantage,foul_won/defensive,goalkeeper/body_part/id,goalkeeper/body_part/name,goalkeeper/end_location/0,goalkeeper/end_location/1,goalkeeper/outcome/id,goalkeeper/outcome/name,goalkeeper/position/id,goalkeeper/position/name,goalkeeper/technique/id,goalkeeper/technique/name,goalkeeper/type/id,goalkeeper/type/name,id,index,injury_stoppage/in_chain,interception/outcome/id,interception/outcome/name,location/0,location/1,minute,pass/aerial_won,pass/angle,pass/assisted_shot_id,pass/backheel,pass/body_part/id,pass/body_part/name,pass/cross,pass/cut_back,pass/deflected,pass/end_location/0,pass/end_location/1,pass/goal_assist,pass/height/id,pass/height/name,pass/length,pass/outcome/id,pass/outcome/name,pass/recipient/id,pass/recipient/name,pass/shot_assist,pass/switch,pass/technique/id,pass/technique/name,pass/through_ball,pass/type/id,pass/type/name,period,play_pattern/id,play_pattern/name,player/id,player/name,position/id,position/name,possession,possession_team/id,possession_team/name,related_events/0,related_events/1,related_events/2,related_events/3,related_events/4,second,shot/aerial_won,shot/body_part/id,shot/body_part/name,shot/end_location/0,shot/end_location/1,shot/end_location/2,shot/first_time,shot/freeze_frame/0/location/0,shot/freeze_frame/0/location/1,shot/freeze_frame/0/player/id,shot/freeze_frame/0/player/name,shot/freeze_frame/0/position/id,shot/freeze_frame/0/position/name,shot/freeze_frame/0/teammate,shot/freeze_frame/1/location/0,shot/freeze_frame/1/location/1,shot/freeze_frame/1/player/id,shot/freeze_frame/1/player/name,shot/freeze_frame/1/position/id,shot/freeze_frame/1/position/name,shot/freeze_frame/1/teammate,shot/freeze_frame/10/location/0,shot/freeze_frame/10/location/1,shot/freeze_frame/10/player/id,shot/freeze_frame/10/player/name,shot/freeze_frame/10/position/id,shot/freeze_frame/10/position/name,shot/freeze_frame/10/teammate,shot/freeze_frame/11/location/0,shot/freeze_frame/11/location/1,shot/freeze_frame/11/player/id,shot/freeze_frame/11/player/name,shot/freeze_frame/11/position/id,shot/freeze_frame/11/position/name,shot/freeze_frame/11/teammate,shot/freeze_frame/12/location/0,shot/freeze_frame/12/location/1,shot/freeze_frame/12/player/id,shot/freeze_frame/12/player/name,shot/freeze_frame/12/position/id,shot/freeze_frame/12/position/name,shot/freeze_frame/12/teammate,shot/freeze_frame/13/location/0,shot/freeze_frame/13/location/1,shot/freeze_frame/13/player/id,shot/freeze_frame/13/player/name,shot/freeze_frame/13/position/id,shot/freeze_frame/13/position/name,shot/freeze_frame/13/teammate,shot/freeze_frame/14/location/0,shot/freeze_frame/14/location/1,shot/freeze_frame/14/player/id,shot/freeze_frame/14/player/name,shot/freeze_frame/14/position/id,shot/freeze_frame/14/position/name,shot/freeze_frame/14/teammate,shot/freeze_frame/15/location/0,shot/freeze_frame/15/location/1,shot/freeze_frame/15/player/id,shot/freeze_frame/15/player/name,shot/freeze_frame/15/position/id,shot/freeze_frame/15/position/name,shot/freeze_frame/15/teammate,shot/freeze_frame/16/location/0,shot/freeze_frame/16/location/1,shot/freeze_frame/16/player/id,shot/freeze_frame/16/player/name,shot/freeze_frame/16/position/id,shot/freeze_frame/16/position/name,shot/freeze_frame/16/teammate,shot/freeze_frame/17/location/0,shot/freeze_frame/17/location/1,shot/freeze_frame/17/player/id,shot/freeze_frame/17/player/name,shot/freeze_frame/17/position/id,shot/freeze_frame/17/position/name,shot/freeze_frame/17/teammate,shot/freeze_frame/18/location/0,shot/freeze_frame/18/location/1,shot/freeze_frame/18/player/id,shot/freeze_frame/18/player/name,shot/freeze_frame/18/position/id,shot/freeze_frame/18/position/name,shot/freeze_frame/18/teammate,shot/freeze_frame/2/location/0,shot/freeze_frame/2/location/1,shot/freeze_frame/2/player/id,shot/freeze_frame/2/player/name,shot/freeze_frame/2/position/id,shot/freeze_frame/2/position/name,shot/freeze_frame/2/teammate,shot/freeze_frame/3/location/0,shot/freeze_frame/3/location/1,shot/freeze_frame/3/player/id,shot/freeze_frame/3/player/name,shot/freeze_frame/3/position/id,shot/freeze_frame/3/position/name,shot/freeze_frame/3/teammate,shot/freeze_frame/4/location/0,shot/freeze_frame/4/location/1,shot/freeze_frame/4/player/id,shot/freeze_frame/4/player/name,shot/freeze_frame/4/position/id,shot/freeze_frame/4/position/name,shot/freeze_frame/4/teammate,shot/freeze_frame/5/location/0,shot/freeze_frame/5/location/1,shot/freeze_frame/5/player/id,shot/freeze_frame/5/player/name,shot/freeze_frame/5/position/id,shot/freeze_frame/5/position/name,shot/freeze_frame/5/teammate,shot/freeze_frame/6/location/0,shot/freeze_frame/6/location/1,shot/freeze_frame/6/player/id,shot/freeze_frame/6/player/name,shot/freeze_frame/6/position/id,shot/freeze_frame/6/position/name,shot/freeze_frame/6/teammate,shot/freeze_frame/7/location/0,shot/freeze_frame/7/location/1,shot/freeze_frame/7/player/id,shot/freeze_frame/7/player/name,shot/freeze_frame/7/position/id,shot/freeze_frame/7/position/name,shot/freeze_frame/7/teammate,shot/freeze_frame/8/location/0,shot/freeze_frame/8/location/1,shot/freeze_frame/8/player/id,shot/freeze_frame/8/player/name,shot/freeze_frame/8/position/id,shot/freeze_frame/8/position/name,shot/freeze_frame/8/teammate,shot/freeze_frame/9/location/0,shot/freeze_frame/9/location/1,shot/freeze_frame/9/player/id,shot/freeze_frame/9/player/name,shot/freeze_frame/9/position/id,shot/freeze_frame/9/position/name,shot/freeze_frame/9/teammate,shot/key_pass_id,shot/one_on_one,shot/outcome/id,shot/outcome/name,shot/statsbomb_xg,shot/technique/id,shot/technique/name,shot/type/id,shot/type/name,substitution/outcome/id,substitution/outcome/name,substitution/replacement/id,substitution/replacement/name,tactics/formation,tactics/lineup/0/jersey_number,tactics/lineup/0/player/id,tactics/lineup/0/player/name,tactics/lineup/0/position/id,tactics/lineup/0/position/name,tactics/lineup/1/jersey_number,tactics/lineup/1/player/id,tactics/lineup/1/player/name,tactics/lineup/1/position/id,tactics/lineup/1/position/name,tactics/lineup/10/jersey_number,tactics/lineup/10/player/id,tactics/lineup/10/player/name,tactics/lineup/10/position/id,tactics/lineup/10/position/name,tactics/lineup/2/jersey_number,tactics/lineup/2/player/id,tactics/lineup/2/player/name,tactics/lineup/2/position/id,tactics/lineup/2/position/name,tactics/lineup/3/jersey_number,tactics/lineup/3/player/id,tactics/lineup/3/player/name,tactics/lineup/3/position/id,tactics/lineup/3/position/name,tactics/lineup/4/jersey_number,tactics/lineup/4/player/id,tactics/lineup/4/player/name,tactics/lineup/4/position/id,tactics/lineup/4/position/name,tactics/lineup/5/jersey_number,tactics/lineup/5/player/id,tactics/lineup/5/player/name,tactics/lineup/5/position/id,tactics/lineup/5/position/name,tactics/lineup/6/jersey_number,tactics/lineup/6/player/id,tactics/lineup/6/player/name,tactics/lineup/6/position/id,tactics/lineup/6/position/name,tactics/lineup/7/jersey_number,tactics/lineup/7/player/id,tactics/lineup/7/player/name,tactics/lineup/7/position/id,tactics/lineup/7/position/name,tactics/lineup/8/jersey_number,tactics/lineup/8/player/id,tactics/lineup/8/player/name,tactics/lineup/8/position/id,tactics/lineup/8/position/name,tactics/lineup/9/jersey_number,tactics/lineup/9/player/id,tactics/lineup/9/player/name,tactics/lineup/9/position/id,tactics/lineup/9/position/name,team/id,team/name,timestamp,type/id,type/name,under_pressure
,,,,,,,,44.0,46.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,4fb0c8e7-a88c-48e5-8a30-d75d9ddd9ba2,3275,,,,44.0,46.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,6331,Leander Dendoncker,3,Right Center Back,132,782,Belgium,e15b63ba-7365-41c8-a6c4-430d66bdbf67,fe63b412-3ed2-4293-bfc8-80036b023e8c,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:20.073,43,Carry,
,,,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,fe63b412-3ed2-4293-bfc8-80036b023e8c,3276,,,,44.0,46.0,76,,0.61072594,,,40,Right Foot,,,,54.0,53.0,,1,Ground Pass,12.206555,,,4831,Nacer Chadli,,,,,,,,2,4,From Throw In,6331,Leander Dendoncker,3,Right Center Back,132,782,Belgium,c3a0dbe8-9a60-42c9-81fa-892ac6736c8c,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:20.273,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3a0dbe8-9a60-42c9-81fa-892ac6736c8c,3277,,,,54.0,53.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,132,782,Belgium,fe63b412-3ed2-4293-bfc8-80036b023e8c,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:22.233,42,Ball Receipt*,
,,,,,,,,53.0,55.0,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,f7153e89-7bf0-44b0-bed4-17443ffb208f,3278,,,,54.0,53.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,132,782,Belgium,5d13f059-1b96-47c2-acfa-f983fb3f3988,c3a0dbe8-9a60-42c9-81fa-892ac6736c8c,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:22.233,43,Carry,
,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,5d13f059-1b96-47c2-acfa-f983fb3f3988,3279,,,,53.0,55.0,76,,-2.4227626,,,40,Right Foot,,,,37.0,41.0,,1,Ground Pass,21.260292,,,3101,Vincent Kompany,,,,,,,,2,4,From Throw In,4831,Nacer Chadli,12,Right Midfield,132,782,Belgium,a6442627-cd41-4963-8949-06eec8d58330,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:24.153,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6442627-cd41-4963-8949-06eec8d58330,3280,,,,37.0,41.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3101,Vincent Kompany,4,Center Back,132,782,Belgium,5d13f059-1b96-47c2-acfa-f983fb3f3988,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:25.393,42,Ball Receipt*,
,,,,,,,,37.0,43.0,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,b1eb5231-4ed3-45aa-9fde-cebf18832642,3281,,,,37.0,41.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3101,Vincent Kompany,4,Center Back,132,782,Belgium,a2cd0503-55e8-4bf8-877e-3dd10325ec45,a6442627-cd41-4963-8949-06eec8d58330,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:25.393,43,Carry,
,,,,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,a2cd0503-55e8-4bf8-877e-3dd10325ec45,3282,,,,37.0,43.0,76,,-0.84089667,,,40,Right Foot,,,,54.0,24.0,,1,Ground Pass,25.495098,,,3037,Moussa Sidi Yaya Dembélé,,,,,,,,2,4,From Throw In,3101,Vincent Kompany,4,Center Back,132,782,Belgium,ce4572eb-168e-4596-91df-a5cc590dd3d5,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:26.673,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce4572eb-168e-4596-91df-a5cc590dd3d5,3283,,,,54.0,24.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,132,782,Belgium,a2cd0503-55e8-4bf8-877e-3dd10325ec45,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:28.153,42,Ball Receipt*,
,,,,,,,,54.0,23.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,f8e0703f-c828-4247-8653-6f858c4a7a24,3284,,,,54.0,24.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,132,782,Belgium,3c4b13cb-a506-4bd3-a09b-b05a70c9496c,ce4572eb-168e-4596-91df-a5cc590dd3d5,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:28.153,43,Carry,
,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,,,,,,,,3c4b13cb-a506-4bd3-a09b-b05a70c9496c,3285,,,,54.0,23.0,76,,-2.5127964,,,40,Right Foot,,,,43.0,15.0,,1,Ground Pass,13.601471,,,5639,Anga Dedryck Boyata,,,,,,,,2,4,From Throw In,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,132,782,Belgium,763f5ef9-a769-429e-a105-1c036fcb2f8c,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:28.353,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763f5ef9-a769-429e-a105-1c036fcb2f8c,3286,,,,43.0,15.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,5,Left Center Back,132,782,Belgium,3c4b13cb-a506-4bd3-a09b-b05a70c9496c,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:29.273,42,Ball Receipt*,
,,,,,,,,43.0,19.0,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,d38c8341-6ea3-4b1c-85dd-f2e998e2800b,3287,,,,43.0,15.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,5,Left Center Back,132,782,Belgium,58c074e3-7cfa-4bdb-85cc-d9871779c198,763f5ef9-a769-429e-a105-1c036fcb2f8c,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:29.273,43,Carry,
,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,58c074e3-7cfa-4bdb-85cc-d9871779c198,3288,,,,43.0,19.0,76,,2.1995926,,,40,Right Foot,,,,35.0,30.0,,1,Ground Pass,13.601471,,,3101,Vincent Kompany,,,,,,,,2,4,From Throw In,5639,Anga Dedryck Boyata,5,Left Center Back,132,782,Belgium,429fd34f-35bc-45bf-b05d-36609a182f6e,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:30.993,30,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429fd34f-35bc-45bf-b05d-36609a182f6e,3289,,,,35.0,30.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,3101,Vincent Kompany,4,Center Back,132,782,Belgium,58c074e3-7cfa-4bdb-85cc-d9871779c198,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:31.793,42,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ebd75a4-e151-4663-b386-98304aac8597,3290,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,From Throw In,,,,,132,782,Belgium,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:33.073,29,Camera off,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db2bdd71-56ce-43a3-8477-f3a48924db09,3291,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,,,,,133,782,Belgium,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:35.793,5,Camera On,
,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,ffe2a999-8af6-4bd3-9c36-d515bec0f022,3292,,,,72.0,33.0,76,,-0.32175055,,,38,Left Foot,,,,87.0,28.0,,1,Ground Pass,15.811388,,,3457,Michy Batshuayi Tunga,,,,,,,,2,1,Regular Play,3037,Moussa Sidi Yaya Dembélé,13,Right Center Midfield,133,782,Belgium,bd474985-e0e0-47cf-a171-7b453686e101,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:39.913,30,Pass,
,,,,,,,,,,,,,,,,,,,2.653,,,,,,,,,,,,,,,,,,,,,ce81a474-6481-4cef-8ff2-5d93e3be1645,3293,,,,33.0,63.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,3645,Gary Cahill,4,Center Back,133,782,Belgium,36f5c99b-c977-40a4-934f-46ed80c1cc40,b320d7c7-a649-4938-949a-7f80e9afab19,bd474985-e0e0-47cf-a171-7b453686e101,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,England,00:31:40.780,17,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd474985-e0e0-47cf-a171-7b453686e101,3294,,,,87.0,28.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,3457,Michy Batshuayi Tunga,23,Center Forward,133,782,Belgium,ce81a474-6481-4cef-8ff2-5d93e3be1645,ffe2a999-8af6-4bd3-9c36-d515bec0f022,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:40.793,42,Ball Receipt*,True
,,,,,,,,86.0,17.0,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,36f5c99b-c977-40a4-934f-46ed80c1cc40,3295,,,,87.0,28.0,76,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,Regular Play,3457,Michy Batshuayi Tunga,23,Center Forward,133,782,Belgium,b320d7c7-a649-4938-949a-7f80e9afab19,bd474985-e0e0-47cf-a171-7b453686e101,ce81a474-6481-4cef-8ff2-5d93e3be1645,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:40.793,43,Carry,True
,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,b320d7c7-a649-4938-949a-7f80e9afab19,3296,,,,86.0,17.0,76,,-1.2490457,,,38,Left Foot,,,,91.0,2.0,,1,Ground Pass,15.811388,,,5632,Thorgan Hazard,,,,,,,,2,1,Regular Play,3457,Michy Batshuayi Tunga,23,Center Forward,133,782,Belgium,bf14d250-b347-4351-a23b-78806efa7ce8,ce81a474-6481-4cef-8ff2-5d93e3be1645,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,Belgium,00:31:43.033,30,Pass,True
